,store,address,phone
61,구미옥계점,경북 구미시 산호대로24길 9-45 ,T.054-475-0388
62,성남우체국점,경기도 성남시 수정구 산성대로 301 ,T.031-732-5207
63,양산트레이더스점,경남 양산시 평산로 16 ,T.055-383-8882
64,을지대점,경기도 성남시 중원구 산성대로 556 ,T.031-745-9944
65,전주송천점,전북 전주시 덕진구 시천로 80  ,T.063-272-5757
66,달맞이점,부산광역시 해운대구 달맞이길 213 ,T.051-744-8565
67,동탄스타점,경기도 화성시 동탄지성로 11 ,T.031-613-9920
68,함평천지 휴게소(상),전남 함평군 손불면 서해안고속도로 38 ,T.061-633-0102
69,부산KTX역사점,부산광역시 동구 초량동 1187-1 ,T.051-791-1033
70,강남바로세움점,서울특별시 서초구 서초대로77길 55 ,T.02-532-0620
71,창원감계점,경남 창원시 의창구 북면 감계리 29-1 ,T.055-295-7977
72,여주2호 휴게소(상),경기도 여주시 가남읍 화평길 116 ,T.031-882-2900
73,롯데기흥점,경기도 용인시 기흥구 신고매로 124  ,T.-
74,순화동케이지점,서울시 중구 통일로 92 ,T.02-755-0033
75,정안 휴게소(상),충남 공주시 정안면 논산천안고속도로 58  ,T.041-858-0561
76,양평 휴게소(하),경기도 양평군 양동면 송석2길 52 ,T.031-633-0102
77,양평 휴게소(상),경기도 양평군 양동면 여양3로 384-27 ,T.031-633-0102
78,경기광주 휴게소(하),경기도 광주시 곤지암읍 만삼로 270 경기광주휴게소(원주방향) ,T.031-633-0102
79,경기광주 휴게소(상),경기도 광주시 곤지암읍 만삼로 211 경기광주휴게소(광주방향) ,T.031-633-0102
80,신촌점,서울시 서대문구 명물길 43 ,T.02-396-5630
81,올림픽서린점,서울특별시 강동구 강동대로 143-48 ,T.02-487-5097
82,수원역점,경기도 수원시 팔달구 매산로 1 ,T.031-245-1596
83,송도커넬워크점,인천광역시 연수구 아트센터대로 107 ,T.032-723-6622
84,잠실새내역점,서울특별시 송파구 올림픽로12길 5 ,T.02-420-4565
85,여수엑스포점,전남 여수시 오동도로 61-15 ,T.061-661-7710
86,정안 휴게소(하),충남 공주시 정안면 논산천안고속도로 57 ,T.041-858-0522
87,레스토랑춘천점,강원도 춘천시 동면 소양강로 718 ,T.033-252-3576
88,광명소하점,경기도 광명시 소하로92번길 5 ,T.02-898-6655
89,전주아중점,전북 전주시 덕진구 건산로 275 ,T.063-247-3555
90,인천주안점,인천광역시 미추홀구 석바위로 90 ,T.032-423-8899
91,압구정점,서울시 강남구 논현로 175길 38 ,T.02-514-3300
92,한림대점,강원 춘천시 교동 156-25 ,T.033-242-0003
93,어반아트리움 센트럴점,"세종특별자치시 나성로 96 (나성동, 더센트럴) ",T.044-868-3280
94,천안단국대호수점,충남 천안시 동남구 망향로 201 단국대학교 통합버스 승차대기실 2층 ,T.070-7576-1475
95,방이점,서울특별시 송파구 오금로11길 11-8 ,T.02-424-0661
96,병점점,경기도 화성시 효행로 1044-1 ,T.031-225-0553
97,여수돌산점,전남 여수시 돌산읍 진두해안길 34 ,T.061-641-4565
98,청담웨딩홀점,서울특별시 강남구 도산대로 430 ,T.02-518-4565
99,사가정역점,서울시 중랑구 면목로 45길 3-10 ,T.02-493-6232
100,제천점,충북 제천시 용두대로 15길 4 ,T.043-642-2490
101,광주오포점,경기도 광주시 오포읍 양벌로 327 ,T.070-8836-9733
102,무안도청점,전남 무안군 삼향읍 후광대로 274 ,T.061-287-7666
103,이천증포점,경기도 이천시 이섭대천로 1399 ,T.031-631-9390
104,양정파드스테이션점,부산시 진구 중앙대로 962 ,T.051-853-8412
105,양산증산역점,경남 양산시 물금읍 증산역로 163 ,T.055-379-3388
106,인천인하대학교점,인천광역시 남구 인하로 81 ,T.032-872-3565
107,탄천 휴게소(하),충남 공주시 탄천면 논산천안고속도로 27 ,T.-
108,하남검단산점,경기도 하남시 검단산로 267 ,T.031-794-1903
109,파주무산점,경기도 파주시 문산읍 방촌로 1719-10 ,T.031-954-4565
110,목감 휴게소(광명),경기도 시흥시 목감1길 47 목감(광명)휴게소 ,T.031-411-0590
111,청도 휴게소(부산),경북 청도군 청도읍 하지길 59-49 ,T.054-373-8121
112,청도 휴게소(대구),경북 청도군 청도읍 하지길 59-50 ,T.054-373-6280
113,현풍 휴게소(상),대구광역시 달성군 현풍읍 비슬로 741 ,T.053-615-0337
114,현풍 휴게소(하),대구광역시 달성군 현풍읍 성하길 48 ,T.053-615-2436
115,신사1호점,서울특별시 서초구 신반포로47길 124 ,T.02-3448-4565
116,홍제역점,서울시 서대문구 통일로 484 ,T.02-396-4565
117,곡성 휴게소(하),"전남 곡성군 겸면 호남고속도로 49 (가정리, 곡성(하)휴게소) ",T.061-363-2766
118,제주칠성점,제주특별자치도 제주시 중앙로7길 9 ,T.064-726-4396
119,논현1호점,서울특별시 강남구 논현로 726 ,T.02- 546- 2948
120,태평점,경기도 성남시 수정구 수정로 149 ,T.031-757-4565
121,부산남포점,부산광역시 중구 구덕로 41 ,T.051-244-3345
122,아차산역점,서울특별시 광진구 천호대로 675 ,T.02-456-9890
123,마시안점,인천광역시 중구 마시란로 109 ,T.032-746-3731
124,전주에코시티점,전북 전주시 덕진구 세병2길 32-18 ,T.063-252-1445
125,대구신월성점,대구시 달서구 월성동 1855번지 ,T.053-652-1000
126,신제주점,제주특별자치도 제주시 신광로 52 ,T.064-748-1266
127,이서 휴게소(상),전북 완주군 이서면 호남고속도로 162 ,T.063-335-0977
128,낙선재점,경기도 광주시 중부면 불당리 194-1 낙선재 내 탐앤탐스  ,T.031-746-3003
129,노은역점,대전광역시 유성구 은구비서로23번길 11 ,T.042-826-2812
130,이천점,경기도 이천시 이섭대천로 1203 ,T.031-635-1771
131,응암점,서울 은평구 은평로 103 ,T.02-356-4565
132,언양 휴게소(상),울산광역시 울주군 언양읍 경부고속도로 44 ,T.052-263-6153
133,양재위메스점,서울시 서초구 바우뫼로37길 30 ,T.02-572-7738
134,롯데시네마프리미엄경관점,대구 중구 종로1가 국채보상로 547 ,T.070-7717-2192
135,역삼GS타워점,서울시 강남구 논현로 508 1층 ,T.02-555-4565
136,서천점,충남 서천군 서천읍 사곡로 75 ,T.041-952-9797
137,용인구성점,경기도 용인시 기흥구 구성로 84 ,T.031-282-8676
138,광주운암점,광주광역시 북구 서강로 78 ,T.062-512-5126
139,영산2호점 휴게소,경남 창녕군 영산면 장척호수길 56-110 ,T.055-521-2978
140,호평점,경기도 남양주시 호평로46번길 14 ,T.031-592-5565
141,목포상동점,전남 목포시 원형동로 10  ,T.061-284-0066
142,수원인계점,경기도 수원시 팔달구 인계로124번길 22 ,T.031-222-9702
143,르그랑블루리조트점,전남 여수시 돌산읍 무술목길 34 ,T. 010-2991-4097
144,아라점,제주특별자치도 제주시 중앙로 492 ,T.064-748-8949
145,오창 휴게소(상),충북 청주시 청원구 오창읍 중부고속도로 20 ,T.043-217-8303
146,서대문역점,서울특별시 서대문구 통일로 135 ,T.02-393-7890
147,대구호산점,대구광역시 달서구 성서공단로 15길 70 ,T.053-586-2555
148,여주1호 휴게소(상),경기도 여주시 가남읍 화평길 116 ,T.031-882-2900
149,왕산해수욕장점,인천광역시 중구 용유서로423번길 9-1 ,T.032-746-4159
150,동탄한림대성심병원점,경기 화성시 큰재봉길 23-11 ,T.031-613-7710
151,평택역점,경기도 평택시 평택2로 16 ,T.031-653-0800
152,경산 휴게소(서울),경북 경산시 진량읍 대학로 1089  ,T.053-853-5243
153,창원상남점,경남 창원시 성산구 중앙대로 90 ,T.055-262-6311
154,문정로데오점,서울특별시 송파구 동남로 130-1 ,T.02-403-4565
155,주암 휴게소(순천),전남 순천시 주암면 호남고속도로 23 ,T.061-754-4980
156,주암 휴게소(천안),전남 순천시 주암면 호남고속도로 24 ,T.061-754-2432
157,안동신도청점,경북 안동시 풍천면 호수공원 2길 12 ,T.054-853-1555
158,구정 휴게소(동해),강원도 강릉시 구정면 동해고속도로 345  ,T.033-644-8345
159,여수점,전남 여수시 여서1로 75  ,T.061-652-5443
160,시흥하늘 휴게소,경기 시흥시 서울외곽순환고속도로 105 (조남동) ,T.031-481-9759
161,한성대점,서울특별시 성북구 동소문로 48 ,T.02-6348-4800
162,인천로얄호텔점,인천광역시 남동구 백범로 367 ,T.032-426-4565
163,금강 휴게소(하),충북 옥천군 동이면 금강로 596 ,T.043-731-2233
164,횡성 휴게소(강릉),강원도 횡성군 안흥면 영동고속도로 154 ,T.033-342-4231
165,군위영천 휴게소,경북 군위군 산성면 치산효령로 865-43 ,T.054-383-8448
166,삼국유사군위 휴게소,경북 군위군 부계면 치산효령로 989-23 ,T.054-383-8778
167,칠곡 휴게소(하),경북 칠곡군 왜관읍 경부고속도로 159 ,T.054-975-2277
168,칠곡 휴게소(상),경북 칠곡군 왜관읍 경부고속도로 158 ,T.054-975-1883
169,진영 휴게소(부산),경남 김해시 진영읍 하계로 96번길 94-4 ,T.055-342-3236
170,문막 휴게소(서창),강원 원주시 문막읍 개나루길 13 ,T.033-734-7471
171,경주 휴게소,경북 경주시 내남면 경부고속도로 59 ,T.054-748-3195
172,건천 휴게소(상),경북 경주시 건천읍 경부고속도로 76 ,T.054-751-7401
173,내린천 휴게소(양양),강원 인제군 상남면 하남리 371  ,T.033-852-8602
174,내린천 휴게소(서울),강원 인제군 상남면 하남리 371  ,T.033-852-8602
175,천안삼거리 휴게소(서울),충남 천안시 동남구 삼룡동 173-1 2동 ,T.041-551-2480
176,천안 휴게소(부산),충남 천안시 동남구 수신면 성남로 793-40 ,T.041-552-4560
177,입장 휴게소(상),충남 천안시 서북구 입장면 연곡길 407 ,T.041-588-7868
178,망향 휴게소(부산),충남 천안시 서북구 성거읍 요방리 121 ,T.041-557-4000
179,강릉 휴게소(서창),강원 강릉시 성산면 영동고속도로 231 ,T.033-647-9970
180,오수 휴게소(광양),전북 임실군 오수면 오산리 675-18 ,T.063-644-6116
181,오수 휴게소(전주),전북 임실군 오수면 대명리 783-16 ,T.063-644-5115
182,정읍 휴게소(논산),전북 정읍시 북면 하북1길 227-23 ,T.063-532-2373
183,정읍 휴게소(하),전북 정읍시 북면 정신로 135-61 ,T.063-532-0510
184,덕유산 휴게소(하),전북 장수군 계북면 통영대전고속도로 147 ,T.063-353-5100
185,군산 휴게소(무안),전북 군산시 성산면 서해안고속도로 141 ,T.063-453-0402
186,이서 휴게소(순천),전북 완주군 이서면 은교리 ,T.063-227-4334
187,홍천 휴게소(서울),강원 홍천군 화촌면 군업리 산220-10 ,T.033-436-9000
188,홍천 휴게소(양양),강원 홍천군 화촌면 군업리 537 ,T.033-436-3000
189,영산 휴게소,경남 창녕군 영산면 장척호수길 56-110 (신제리) ,T.055-389-1750
190,군산 휴게소(서울),전북 군산시 나포면 서해안고속도로 148 ,T.063-453-2818
191,음성 휴게소(통영),충북 음성군 삼성면 중부고속도로 51 ,T.043-878-6410
192,죽암 휴게소(부산),충북 청원군 현도면 경부고속도로 289 ,T.043-269-0850
193,금강 휴게소(상),충북 옥천군 동이면 금강로 596 ,T.043-731-2233
194,충주 휴게소(양평),충북 충주시 중앙탑면 중부내륙고속도로 230-1 ,T.043-857-9229
195,충주 휴게소(하),충북 충주시 중앙탑면 중부내륙고속도로 231 ,T.043-857-9339
196,화서 휴게소(상주),경북 상주시 화서면 터골길51-25 ,T.054-531-1982
197,영천 휴게소(대구),경북 영천시 임고면 운주로791 ,T.054-338-0037
198,영천 휴게소(포항),경북 영천시 임고면 운주로 777 ,T.054-338-0062
199,평창 휴게소(하),강원도 평창군 용평면 경강로 2159-58 ,T.033-334-5100
200,문막 휴게소(강릉),강원 원주시 문막읍 원문로 1234 ,T.033-731-8481
201,벌곡 휴게소(논산),"충남 논산시 벌곡면 호남지선고속도로 25 (신양리, 벌곡휴게소) ",T.041-732-7694
202,인삼랜드 휴게소(하),"충남 금산군 군북면 어필각로 300 (외부리, 금산인삼랜드(하)휴게소) ",T.041-751-2892
203,산삼골 휴게소(광주),경남 함양군 수동면 우명하교로 174 ,T.055-963-8411
204,산삼골 휴게소(대구),경남 함양군 수동면 산업단지길 209 ,T.055-963-4811
205,산청 휴게소(상),경남 산청군 단성면 방목리 산71-7 ,T.055-973-5970
206,산청 휴게소(하),경남 산청군 단성면 방목리 산68-7 ,T.055-973-9036
207,덕유산 휴게소(상),전북 무주군 안성면 통영대전고속도로 148 ,T.063-353-4200
208,백양사 휴게소(상),전남 장성군 북일면 호남고속도로 108 ,T.061-394-5177
209,함평나비 휴게소(광주),전남 함평군 엄다면 무안광주고속도로 12 ,T.061-324-8840
210,함평나비 휴게소(무안),전남 함평군 엄다면 무안광주고속도로 11 ,T.061-324-8858
211,서여주 휴게소(양평),경기도 여주시 능서면 중부내륙고속도로 272 ,T.031-885-9760
212,서여주 휴게소(마산),경기도 여주시 능서면 중부내륙고속도로 271 ,T.031-884-9714
213,여주 휴게소(강릉),경기 여주시 가남읍 여주남로 722 ,T.031-882-3120
214,신탄진 휴게소(상),대전광역시 대덕구 산업단지로 27 ,T.042-934-2442
215,하남만남의광장 휴게소,경기도 하남시 중부고속도로 117 ,T.031-791-4200
216,이천 휴게소(상),경기도 이천시 신둔면 서이천로 853번길 346-129 ,T.031-638-1117
217,기흥 휴게소(부산),경기 용인시 기흥구 공세동 260-1 ,T.031-286-5001
218,서울만남의광장 휴게소(하),서울 서초구 양재대로12길 73-71 ,T.02-578-3372
219,홍성 휴게소(하),충남 홍성군 은하면 서해안고속도로 221 ,T.041-642-1151
220,홍성 휴게소(상),충남 홍성군 은하면 서해안고속도로 220 ,T.041-642-1172
221,서산 휴게소(상),충남 서산시 해미면 서해안고속도로 242 ,T.041-688-7714
222,서산 휴게소(하),충남 서산시 해미면 서해안고속도로 241 ,T.041-688-8814
223,진영 휴게소(순천),경남 김해시 진영읍 하계로 96번길 68 ,T.055-342-3959
224,통도사 휴게소,경남 양산시 하북면 순지리 ,T.055-383-6145
225,죽전 휴게소,경기 용인시 수지구 경부고속도로 400 ,T.031-262-3168
226,대구강북점,대구광역시 북구 칠곡중앙대로 326 ,T.053-321-1828
227,용산아이파크몰점,서울시 용산구 한강대로 23길 55 ,T.02-2012-0473
228,신도림테크노마트점,서울특별시 구로구 새말로 97 ,T.02-2111-8800
229,안산고잔점,경기도 안산시 단원구 광덕대로 187 ,T.031-411-4565
230,구월아시아드점,인천시 남동구 구월동 선수촌공원로 23번길 11 ,T.032-715-5677
231,용산문배점,서울특별시 용산구 백범로90길 26 ,T.02-715-4565
232,광교역경기대점,경기 수원시 영통구 대학3로4번길 12 (이의동) 이스턴타워 1층,T.031-213-9350
233,군산대점,전북 군산시 대학로 531  ,T.063-466-7800
234,천안불당점,충남 천안시 서북구 불당34길 26 ,T.041-565-7199
235,제주삼화지구점,제주 제주시 건주로4길 6-4 ,T.064-702-5584
236,소리소카페점,경기도 남양주시 진건읍 진건우회로 95-1 ,T.031-575-1068
237,제주시청점,제주 제주시 중앙로 236  ,T.064-752-1266
238,나주혁신점,전남 나주시 빛가람로 676 ,T.061-335-1001
239,서문여고점,서울시 서초구 동작대로 130 ,T.02-533-1238
240,동성로점,대구 중구 동성로2길 35 ,T.053-253-4565
241,목포하당점,전남 목포시 신흥로 83번길 27 ,T.070-8691-2253
242,삼모타워신림역점,서울 관악구 신원로 35 ,T.02-871-9549
243,중랑구청점,서울 중랑구 신내로14길 10 ,T.02-3421-0726
244,마포도화점,서울 마포구 삼개로 15 ,T.02-704-7405
245,울산남외점,울산광역시 중구 남외2길 46 ,T.052-296-1883
246,전주호성점,전북 전주시 덕진구 동부대로 803 ,T.063-243-2500
247,인천청라점,인천광역시 서구 크리스탈로 78 ,T.070-5138-0721
248,아산점,충남 아산시 온천동 1737 ,T.041-547-5102
249,전주점,전북 전주시 완산구 효자로 288 ,T.063-236-3565
250,천안삼거리점,충남 천안시 동남구 청수12로 48  ,T.041-584-2900
251,언데드소사점,경기 평택시 비전5로 15 ,T.031-658-7197
252,장흥토요시장점,전남 장흥군 장흥읍 토요시장3길10-1 ,T.061-864-5565
253,원주혁신점,강원 원주시 반곡동 1913-8 ,T.033-731-7927
254,창원북면점,경남 창원시 북면 단내로 771 ,T.055-299-2249
255,광흥창역점,서울 마포구 서강로 46 ,T.02-363-8090
256,해운대마린시티점,부산 해운대구 마린시티3로 51 ,T.051-731-2369
257,수원권선점,경기 수원시 권선구 경수대로 392 ,T.031-222-0413
258,목포북항점,전남 목포시 청호로 188 ,T.061-272-7500
259,대구계명대점,대구 달서구 계대동문로 11-1 ,T.053-593-2357
260,구리점,경기도 구리시 경춘로227번길 14 ,T.031-564-4565
261,목동사거리점,서울특별시 강서구 등촌로 19 ,T.02-2644-0133
262,부산태종대점,부산 영도구 태종로 825 ,T.051-405-4602
263,동김해점,경남 김해시 삼안로195번길 37 ,T.055-338-1073
264,경부고속터미널점,서울특별시 서초구 신반포로 194 ,T.02-595-4561
265,포천송우점,경기 포천시 소흘읍 송우로 80 ,T.031-544-3311
266,엘디스리젠트호텔점,대구 중구 달구벌대로 2033 ,T.053-253-7711
267,군자역점,서울 광진구 능동로 296 ,T.02-3437-0279
268,시화점,경기도 시흥시 정왕대로 78 ,T.031-499-4992
269,대전대서문점,대전 동구 용운동 대학로 55 ,T.042-285-6945
270,수유역점,서울특별시 강북구 오패산로 416 ,T.02-999-4565
271,송탄출장소점,경기 평택시 관광특구로 36 ,T.031-666-3532
272,마석점,경기도 남양주시 화도읍 마석로 100 ,T.031-594-7400
273,울산호계점,울산광역시 북구 호계로 258 ,T.052-282-7823
274,아산배방점,충남 아산시 배방읍 배방로 25  ,T.041-549-0433
275,대구들안길점,대구광역시 수성구 들안로 10 ,T.053-767-5900
276,화곡역점,서울특별시 강서구 화곡로 176-4 ,T.02-2696-4565
277,서산동문점,충남 서산시 동문동 율지16로 27 ,T.041-429-2200
278,녹양역점,경기도 의정부시 체육로 298-33 ,T. 031-829-7770
279,DMC점,서울특별시 은평구 수색로 195 ,T.02-6925-0108
280,남창원농협점,경남 창원시 성산구 가음로 100  ,T.055-213-8655
281,공릉역점,서울특별시 노원구 동일로192길 31 ,T.02-979-4565
282,천안백석점,충남 천안시 서북구 백석3로 13-6  ,T.041-552-6655
283,전주중앙점,전북 전주시 완산구 전주객사4길 74-50 ,T.063-224-4985
284,전주삼천점,전북 전주시 완산구 용리로 45  ,T.063-227-7990
285,천안에비뉴점,충남 천안시 서북구 서부대로 739  ,T.041-569-3110
286,회기역점,서울특별시 동대문구 회기로 194-14 ,T.02-962-4565
287,도봉구청점,서울시 도봉구 마들로 657 ,T.02-956-9482
288,정릉점,서울특별시 성북구 보국문로 33 ,T.02-910-7007
289,용인중앙점,경기도 용인시 처인구 중부대로1353번길 1 ,T.031-322-7765
290,신대방역점,서울특별시 관악구 난곡로 356 ,T.02-855-1333
291,서면1번가점,부산 부산진구 부전동 중앙대로 714 ,T.051-819-7766
292,대전송촌점,대전광역시 대덕구 계족산로81번길 116 ,T.042-637-8500
293,부산문현점,부산광역시 남구 전포대로 18 ,T.051-631-8777
294,대구수성못호반점,대구광역시 수성구 용학로 45 ,T.053-653-5567
295,웅진플레이도시점,경기 부천시 원미구 상동 조마루로 2 ,T.032-327-3565
296,아주대점,경기도 수원시 영통구 아주로 46 ,T.031-211-3565
297,사천점,경남 사천시 정동면 동계길 5 ,T.055-855-5100
298,부산송도해수욕장점,부산광역시 서구 송도해변로 57  ,T.070-8968-5285
299,광명사거리점,경기도 광명시 오리로 965 ,T.02-2682-4565
300,충남당진점, 충남 당진시 당진중앙2로 59-3  1.2층  ,T.041-352-1500
301,부산하단점,부산광역시 사하구 하신중앙로 350 2층 ,T.051-291-0071
302,한대앞역점,경기도 안산시 상록구 광덕1로 366 ,T.031-501-4565
303,중앙대점,서울특별시 동작구 흑석로 105 ,T.02-814-4565
304,군산수송점,전북 군산시 월명로 277 ,T.063-463-3003
305,망우점,서울특별시 중랑구 용마산로115길 108 ,T.02-433-6350
306,창동점,서울특별시 도봉구 노해로 341 ,T.070-4411-4138
307,목동점,서울특별시 양천구 목동동로 293 ,T.02-796-4556
308,전주서신점,전북 전주시 완산구 당산로 120  ,T.063-273-0999
309,부산장산역점,부산광역시 해운대구 해운대로 793 ,T.051-703-9877
310,성대입구점,서울특별시 종로구 창경궁로 231-2 ,T.02-745-4565
311,서울고사거리점,서울특별시 서초구 효령로 183 ,T.02-584-4565
312,성신여대점,서울특별시 성북구 동소문로22길 15 ,T.02-923-4565
313,하계점,서울특별시 노원구 섬밭로 258 ,T.02-949-6644
314,천안두정점,충남 천안시 서북구 원두정2길 2  ,T.041-551-2110
315,인천신포점,인천광역시 중구 개항로 31   ,T.010-4750-2020
316,광명테크노파크점,경기도 광명시 하안로 60 ,T.02-6122-3838
317,창원명곡로터리점,"경남 창원시 의창구 원이대로285번길 5 (봉곡동, O.K메디컬빌딩) ",T.055-265-2249
318,울산일산해수욕장점,울산광역시 동구 해수욕장10길 22  ,T.052-234-1737
319,전주신시가지점,전북 전주시 완산구 우전로 208  ,T.063-236-7942
320,가산디지털단지역점,서울특별시 금천구 벚꽃로 298 ,T.02-2083-5565
321,울산달동점,울산광역시 남구 왕생로62번길 21 ,T.052-267-5561
322,일산레이킨스몰점,경기도 고양시 일산서구 호수로 817 ,T.031-915-4565
323,강서구청점,서울특별시 강서구 화곡로 329  ,T.02-2699-4565
324,인천송도점,인천광역시 연수구 컨벤시아대로 69 ,T.032-833-7856
325,건대점,서울특별시 광진구 동일로22길 115 ,T.02-464-4565
326,인천연수점,인천광역시 연수구 청능대로113번길 43 ,T.032-815-7856
327,장한평역점,서울특별시 동대문구 장한로 20 ,T.02-3394-8380
328,서소문점,서울특별시 중구 서소문로 117 ,T.02-3789-3565
329,목표역점,전남 목포시 호남로64번길 28 ,T.061-244-3355
330,광안리오션브릿지점,부산광역시 수영구 광안해변로278번길 42 ,T.051-756-5002
331,사당역점,서울특별시 서초구 방배천로2길 10 ,T.02-525-5949
332,상봉메가박스점,서울특별시 중랑구 망우로 210 ,T.02-434-4565
333,연산점,부산광역시 연제구 월드컵대로 125 ,T.051-246-6023
334,강릉점,강원도 강릉시 경강로 2120 ,T.033-646-8688
335,정읍점,전북 정읍시 중앙로 143  ,T.063-532-5610
336,반포자이점,서울특별시 서초구 잠원로 24 ,T.02-594-8890
337,전주평화점,전북 전주시 완산구 모악로 4680 ,T.063-236-5489
338,피카디리점,서울특별시 종로구 돈화문로5가길 1 ,T.02-762-3377
339,상무스타점,"광주 서구 운천로 247 (치평동, 스타타워) ",T.062-384-1997
340,티티클럽노원,서울특별시 노원구 노해로 507 ,T.02-950-0479
341,남부터미널역점,서울특별시 서초구 효령로 276 ,T.02-587-3892
342,수원경희대점,경기도 수원시 영통구 덕영대로 1701 ,T.031-203-2356
